timestamp,endpoint,parameters,error,status,misbehavior_detected,misbehavior_reason
2025-07-30T18:40:42.441672+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d7be00>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
2025-07-30T18:40:42.943324+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d80b30>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
2025-07-30T18:40:43.444960+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d82ff0>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
2025-07-30T18:40:43.946610+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d80bc0>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
2025-07-30T18:40:44.448351+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d833e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
2025-07-30T18:40:44.949963+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d837a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
2025-07-30T18:40:45.451899+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d7bef0>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
2025-07-30T18:40:45.991522+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d82ab0>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
2025-07-30T18:40:46.493786+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d83020>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
2025-07-30T18:40:46.995699+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d815e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
2025-07-30T18:40:47.497200+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d82fc0>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
2025-07-30T18:40:47.998961+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d80aa0>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
2025-07-30T18:40:48.500707+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d83da0>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
2025-07-30T18:40:49.002012+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d80680>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
2025-07-30T18:40:49.503738+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d82f30>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
2025-07-30T18:40:50.005073+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d83b00>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
2025-07-30T18:40:50.506361+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d82060>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
2025-07-30T18:40:51.007624+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d7bd10>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
2025-07-30T18:40:51.509817+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d7a930>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
2025-07-30T18:40:52.011542+00:00,http://localhost:8000/run-multiagent/,{'email': 'test@example.com'},"HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: /run-multiagent/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0756d81b20>: Failed to establish a new connection: [Errno 111] Connection refused'))",error,false,
